Unnamed: 0,Unnamed: 0.1,488_only_foci,488_overlap_foci,488_total_foci,561_only_foci,561_overlap_foci,561_total_foci,cell,filename,flagged_oof,flagged_z,im_n_cells,im_raw_cells,image,stains,cell_line,parent,treatment,czi_id
4,4,9.0,0.0,9.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dFIP200,HEK,No Torin,4
5,5,1.0,0.0,1.0,4.0,0.0,4.0,2.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dFIP200,HEK,No Torin,4
6,6,4.0,0.0,4.0,2.0,0.0,2.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,dFIP200,HEK,No Torin,4
7,7,9.0,2.0,11.0,17.0,1.0,18.0,2.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,dFIP200,HEK,No Torin,4
8,8,7.0,1.0,8.0,2.0,1.0,3.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,No Torin,4
9,9,5.0,0.0,5.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,No Torin,4
10,10,6.0,1.0,7.0,22.0,2.0,24.0,3.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,No Torin,4
11,11,5.0,0.0,5.0,0.0,0.0,0.0,4.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,No Torin,4
12,12,5.0,2.0,7.0,44.0,4.0,48.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,6.0,LC3-p62,dFIP200,HEK,No Torin,4
13,13,4.0,1.0,5.0,10.0,1.0,11.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dFIP200,HEK,No Torin,4
14,14,4.0,1.0,5.0,3.0,1.0,4.0,2.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dFIP200,HEK,No Torin,4
15,15,5.0,2.0,7.0,8.0,2.0,10.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dFIP200,HEK,No Torin,4
16,16,7.0,0.0,7.0,7.0,0.0,7.0,2.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dFIP200,HEK,No Torin,4
17,17,22.0,4.0,26.0,72.0,3.0,75.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,9.0,LC3-p62,dFIP200,HEK,No Torin,4
18,18,11.0,1.0,12.0,7.0,2.0,9.0,1.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,1.0,1.0,10.0,LC3-p62,dFIP200,HEK,No Torin,4
0,0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dATG7,HEK,Torin,4
1,1,47.0,0.0,47.0,3.0,0.0,3.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dATG7,HEK,Torin,4
2,2,20.0,0.0,20.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-p62,dATG7,HEK,Torin,4
3,3,35.0,0.0,35.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-p62,dATG7,HEK,Torin,4
4,4,66.0,0.0,66.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,3.0,LC3-p62,dATG7,HEK,Torin,4
5,5,49.0,0.0,49.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,6.0,6.0,4.0,LC3-p62,dATG7,HEK,Torin,4
6,6,24.0,0.0,24.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,6.0,6.0,4.0,LC3-p62,dATG7,HEK,Torin,4
7,7,10.0,0.0,10.0,0.0,0.0,0.0,3.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,6.0,6.0,4.0,LC3-p62,dATG7,HEK,Torin,4
8,8,8.0,0.0,8.0,0.0,0.0,0.0,4.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,6.0,6.0,4.0,LC3-p62,dATG7,HEK,Torin,4
9,9,22.0,0.0,22.0,2.0,0.0,2.0,5.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,6.0,6.0,4.0,LC3-p62,dATG7,HEK,Torin,4
10,10,10.0,0.0,10.0,0.0,0.0,0.0,6.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,6.0,6.0,4.0,LC3-p62,dATG7,HEK,Torin,4
11,11,42.0,0.0,42.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
12,12,46.0,0.0,46.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
13,13,20.0,0.0,20.0,1.0,0.0,1.0,3.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
14,14,43.0,0.0,43.0,2.0,0.0,2.0,4.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
15,15,23.0,0.0,23.0,1.0,0.0,1.0,5.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
16,16,26.0,0.0,26.0,1.0,0.0,1.0,6.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
17,17,40.0,0.0,40.0,3.0,0.0,3.0,7.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,5.0,LC3-p62,dATG7,HEK,Torin,4
18,18,13.0,0.0,13.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dATG7,HEK,Torin,4
19,19,30.0,0.0,30.0,3.0,0.0,3.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dATG7,HEK,Torin,4
20,20,40.0,0.0,40.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dATG7,HEK,Torin,4
21,21,26.0,0.0,26.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dATG7,HEK,Torin,4
22,22,44.0,0.0,44.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dATG7,HEK,Torin,4
23,23,29.0,0.0,29.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dATG7,HEK,Torin,4
24,24,22.0,0.0,22.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dATG7,HEK,Torin,4
25,25,18.0,0.0,18.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dATG7,HEK,Torin,4
26,26,38.0,0.0,38.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-p62,dATG7,HEK,Torin,4
27,27,25.0,0.0,25.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-p62,dATG7,HEK,Torin,4
28,28,29.0,0.0,29.0,3.0,0.0,3.0,3.0,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-p62,dATG7,HEK,Torin,4
0,0,1.0,36.0,37.0,62.0,35.0,97.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,1.0,LC3-p62,dTMEM,HEK,No Torin,1
1,1,1.0,23.0,24.0,88.0,24.0,112.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,2.0,LC3-p62,dTMEM,HEK,No Torin,1
2,2,2.0,34.0,36.0,111.0,33.0,144.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,3.0,LC3-p62,dTMEM,HEK,No Torin,1
3,3,5.0,30.0,35.0,88.0,30.0,118.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,4.0,LC3-p62,dTMEM,HEK,No Torin,1
4,4,10.0,38.0,48.0,103.0,36.0,139.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,4.0,LC3-p62,dTMEM,HEK,No Torin,1
5,5,9.0,49.0,58.0,156.0,53.0,209.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,1
6,6,14.0,48.0,62.0,79.0,50.0,129.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,6.0,LC3-p62,dTMEM,HEK,No Torin,1
7,7,4.0,28.0,32.0,19.0,30.0,49.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,7.0,LC3-p62,dTMEM,HEK,No Torin,1
8,8,10.0,19.0,29.0,60.0,18.0,78.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,No Torin,1
9,9,7.0,29.0,36.0,55.0,29.0,84.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,No Torin,1
10,10,8.0,20.0,28.0,45.0,20.0,65.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,1
11,11,4.0,27.0,31.0,46.0,27.0,73.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,1
12,12,3.0,57.0,60.0,38.0,53.0,91.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,No Torin,1
13,13,4.0,52.0,56.0,37.0,52.0,89.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,No Torin,1
0,0,3.0,12.0,15.0,45.0,9.0,54.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
1,1,1.0,4.0,5.0,21.0,6.0,27.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
2,2,3.0,15.0,18.0,36.0,15.0,51.0,3.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
3,3,6.0,32.0,38.0,40.0,32.0,72.0,4.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
4,4,11.0,12.0,23.0,36.0,15.0,51.0,5.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
5,5,3.0,13.0,16.0,43.0,14.0,57.0,6.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
6,6,2.0,4.0,6.0,22.0,5.0,27.0,7.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
7,7,6.0,29.0,35.0,25.0,28.0,53.0,8.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,8.0,8.0,1.0,LC3-p62,WT,HEK,Torin,4
8,8,11.0,23.0,34.0,45.0,21.0,66.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,2.0,LC3-p62,WT,HEK,Torin,4
9,9,7.0,16.0,23.0,45.0,16.0,61.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,2.0,LC3-p62,WT,HEK,Torin,4
10,10,10.0,25.0,35.0,29.0,26.0,55.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,WT,HEK,Torin,4
11,11,6.0,25.0,31.0,62.0,27.0,89.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,WT,HEK,Torin,4
12,12,10.0,28.0,38.0,67.0,28.0,95.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,WT,HEK,Torin,4
13,13,3.0,19.0,22.0,36.0,21.0,57.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,WT,HEK,Torin,4
14,14,2.0,20.0,22.0,26.0,21.0,47.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,WT,HEK,Torin,4
15,15,5.0,14.0,19.0,42.0,16.0,58.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,WT,HEK,Torin,4
16,16,2.0,10.0,12.0,43.0,9.0,52.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,WT,HEK,Torin,4
17,17,4.0,2.0,6.0,20.0,2.0,22.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,WT,HEK,Torin,4
18,18,11.0,37.0,48.0,71.0,37.0,108.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,1.0,0.0,3.0,3.0,7.0,LC3-p62,WT,HEK,Torin,4
19,19,4.0,19.0,23.0,76.0,20.0,96.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,1.0,0.0,3.0,3.0,7.0,LC3-p62,WT,HEK,Torin,4
20,20,6.0,28.0,34.0,52.0,30.0,82.0,3.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,1.0,0.0,3.0,3.0,7.0,LC3-p62,WT,HEK,Torin,4
21,21,5.0,17.0,22.0,18.0,16.0,34.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,WT,HEK,Torin,4
22,22,3.0,8.0,11.0,18.0,10.0,28.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,WT,HEK,Torin,4
23,23,2.0,17.0,19.0,33.0,16.0,49.0,3.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,WT,HEK,Torin,4
24,24,7.0,6.0,13.0,9.0,7.0,16.0,4.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,WT,HEK,Torin,4
25,25,10.0,22.0,32.0,22.0,21.0,43.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,9.0,LC3-p62,WT,HEK,Torin,4
26,26,1.0,12.0,13.0,12.0,11.0,23.0,2.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,9.0,LC3-p62,WT,HEK,Torin,4
27,27,1.0,8.0,9.0,19.0,8.0,27.0,3.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,9.0,LC3-p62,WT,HEK,Torin,4
28,28,9.0,28.0,37.0,55.0,32.0,87.0,1.0,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,10.0,LC3-p62,WT,HEK,Torin,4
0,0,9.0,0.0,9.0,2.0,0.0,2.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dFIP200,HEK,Torin,2
1,1,6.0,0.0,6.0,2.0,0.0,2.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dFIP200,HEK,Torin,2
2,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,2.0,LC3-p62,dFIP200,HEK,Torin,2
3,3,9.0,1.0,10.0,0.0,2.0,2.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,2.0,LC3-p62,dFIP200,HEK,Torin,2
4,4,5.0,0.0,5.0,0.0,0.0,0.0,3.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,2.0,LC3-p62,dFIP200,HEK,Torin,2
5,5,5.0,0.0,5.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,5.0,5.0,3.0,LC3-p62,dFIP200,HEK,Torin,2
6,6,7.0,0.0,7.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,5.0,5.0,3.0,LC3-p62,dFIP200,HEK,Torin,2
7,7,9.0,3.0,12.0,1.0,3.0,4.0,3.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,5.0,5.0,3.0,LC3-p62,dFIP200,HEK,Torin,2
8,8,10.0,0.0,10.0,3.0,0.0,3.0,4.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,5.0,5.0,3.0,LC3-p62,dFIP200,HEK,Torin,2
9,9,4.0,0.0,4.0,1.0,0.0,1.0,5.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,5.0,5.0,3.0,LC3-p62,dFIP200,HEK,Torin,2
10,10,8.0,0.0,8.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,1.0,3.0,4.0,LC3-p62,dFIP200,HEK,Torin,2
11,11,4.0,0.0,4.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,Torin,2
12,12,4.0,0.0,4.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,Torin,2
13,13,4.0,0.0,4.0,0.0,0.0,0.0,3.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,Torin,2
14,14,6.0,0.0,6.0,0.0,0.0,0.0,4.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,5.0,LC3-p62,dFIP200,HEK,Torin,2
15,15,12.0,0.0,12.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dFIP200,HEK,Torin,2
16,16,12.0,0.0,12.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dFIP200,HEK,Torin,2
17,17,4.0,0.0,4.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,7.0,LC3-p62,dFIP200,HEK,Torin,2
18,18,5.0,0.0,5.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,8.0,LC3-p62,dFIP200,HEK,Torin,2
19,19,4.0,0.0,4.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dFIP200,HEK,Torin,2
20,20,8.0,0.0,8.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dFIP200,HEK,Torin,2
21,21,2.0,0.0,2.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dFIP200,HEK,Torin,2
22,22,3.0,0.0,3.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dFIP200,HEK,Torin,2
23,23,12.0,0.0,12.0,0.0,0.0,0.0,3.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dFIP200,HEK,Torin,2
24,24,5.0,0.0,5.0,1.0,0.0,1.0,4.0,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dFIP200,HEK,Torin,2
0,0,6.0,9.0,15.0,46.0,9.0,55.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,1.0,1.0,1.0,LC3-p62,dTMEM,HEK,Torin,3
1,1,2.0,13.0,15.0,72.0,13.0,85.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,Torin,3
2,2,1.0,12.0,13.0,68.0,12.0,80.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,Torin,3
3,3,7.0,91.0,98.0,109.0,92.0,201.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dTMEM,HEK,Torin,3
4,4,1.0,30.0,31.0,111.0,34.0,145.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dTMEM,HEK,Torin,3
5,5,6.0,50.0,56.0,135.0,54.0,189.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dTMEM,HEK,Torin,3
6,6,5.0,33.0,38.0,45.0,32.0,77.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dTMEM,HEK,Torin,3
7,7,4.0,38.0,42.0,157.0,40.0,197.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,3
8,8,8.0,55.0,63.0,122.0,57.0,179.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,3
